Comment,Toxic
"In my opinion, You should quit. Everyone agrees.",1
"Seriously, You are an idiot. fool Better luck next time.",1
"In my opinion, You are stupid. idiot Please improve.",1
You are a loser. Please improve.,1
"Personally, Thank you for your help. perfect That's all.",0
"Seriously, You are an idiot. Better luck next time.",1
I think Wonderful project. impressive Keep it up.,0
"Seriously, Well explained. Keep it up.",0
I think You are an idiot. Everyone agrees.,1
"Honestly, Stop posting rubbish. ridiculous Keep it up.",1
"Seriously, What a waste. Please improve.",1
"Personally, Excellent explanation. helpful Please improve.",0
I think I really appreciate your effort. polite Better luck next time.,0
Keep up the good work. valuable Thanks!,0
"Personally, I learned something new today. impressive Please improve.",0
"In my opinion, This tutorial is very useful. perfect Have a nice day.",0
"Honestly, Nobody likes you. ridiculous Please improve.",1
Brilliant idea. helpful Please improve.,0
"Personally, This tutorial is very useful. That's all.",0
"Seriously, You are completely useless. worst Please improve.",1
I think Brilliant idea. perfect Thanks!,0
"Honestly, Excellent explanation. Please improve.",0
What a waste. useless Better luck next time.,1
I think Your work is outstanding. nice Keep it up.,0
"Seriously, Terrible explanation. fool Keep it up.",1
You did a great job. helpful Better luck next time.,0
Looking forward to more videos. awesome Please improve.,0
You are stupid. Please improve.,1
This is garbage. worst Please improve.,1
"Seriously, You are very talented. kind",0
"Personally, You are an inspiration. good Everyone agrees.",0
"In my opinion, Excellent explanation. impressive Keep it up.",0
Pathetic work. Please improve.,1
"Honestly, This is nonsense. Everyone agrees.",1
"Personally, You are very talented. awesome Everyone agrees.",0
"Seriously, You should quit.",1
This tutorial is very useful. Everyone agrees.,0
Well explained. nice Please improve.,0
"Personally, You are an idiot. stupid Have a nice day.",1
"Personally, You know nothing. Please improve.",1
"Seriously, I completely agree with your opinion. Better luck next time.",0
Shut up. useless Everyone agrees.,1
"Seriously, I learned something new today. valuable Everyone agrees.",0
"Personally, Shut up. Everyone agrees.",1
"Seriously, You are completely useless. nonsense Have a nice day.",1
I think You make no sense. nonsense Thanks!,1
"Personally, I completely agree with your opinion. Everyone agrees.",0
"Honestly, This is nonsense. horrible Everyone agrees.",1
You are an inspiration. kind Better luck next time.,0
This made my day. Please improve.,0
"Honestly, Keep up the good work. Please improve.",0
You know nothing. worst That's all.,1
I think Worst content ever. Thanks!,1
"Seriously, Excellent explanation. valuable Better luck next time.",0
"In my opinion, Fantastic work. Keep it up.",0
You make no sense. Thanks!,1
I think You are completely useless. Everyone agrees.,1
"In my opinion, You are very talented.",0
"Honestly, Excellent explanation. excellent Everyone agrees.",0
"Seriously, Excellent explanation. fantastic That's all.",0
I think Worst content ever. Have a nice day.,1
This is nonsense. garbage Please improve.,1
"Honestly, Worst content ever. Better luck next time.",1
"Honestly, Pathetic work. Have a nice day.",1
"Honestly, I completely agree with your opinion. Please improve.",0
"Personally, I really appreciate your effort. nice Please improve.",0
"In my opinion, Keep up the good work. polite Better luck next time.",0
"Honestly, This is garbage.",1
"Honestly, You are a loser. annoying Keep it up.",1
"In my opinion, Keep up the good work. wonderful Have a nice day.",0
"Honestly, Your ideas are terrible. Better luck next time.",1
"In my opinion, Very informative content. kind Keep it up.",0
I think You are stupid. Better luck next time.,1
"Personally, Brilliant idea. awesome Keep it up.",0
"Honestly, You are a loser. trash Better luck next time.",1
"Seriously, You are so dumb. nonsense Keep it up.",1
"In my opinion, This is the dumbest thing I've seen. Thanks!",1
"In my opinion, Very informative content. smart Please improve.",0
You are very talented. Please improve.,0
"Honestly, I really appreciate your effort. Have a nice day.",0
I think Fantastic work. Better luck next time.,0
"In my opinion, Well explained. brilliant",0
I think This is nonsense. horrible Please improve.,1
"Seriously, Stop posting rubbish. Keep it up.",1
"Seriously, Fantastic work. nice Thanks!",0
"In my opinion, Thank you for your help. excellent Thanks!",0
"Honestly, You are an idiot. nonsense Please improve.",1
"Personally, Fantastic work. Thanks!",0
"Personally, Well explained. Have a nice day.",0
Worst content ever. pathetic,1
"In my opinion, This is the dumbest thing I've seen. dumb That's all.",1
I think Fantastic work. nice Keep it up.,0
"In my opinion, Your work is outstanding. Everyone agrees.",0
I think You are stupid. dumb Have a nice day.,1
"Personally, You make no sense. useless That's all.",1
Shut up. annoying That's all.,1
"Seriously, You are so dumb. Better luck next time.",1
I think You make no sense. Have a nice day.,1
"Honestly, This is the dumbest thing I've seen. horrible Thanks!",1
"Personally, I learned something new today. That's all.",0
"Honestly, You are very talented. wonderful Have a nice day.",0
Looking forward to more videos. creative Have a nice day.,0
"Personally, You are completely useless. Keep it up.",1
I think Nobody likes you. Thanks!,1
I think What a waste. Keep it up.,1
I think Well explained. brilliant Keep it up.,0
"In my opinion, Worst content ever. pathetic Thanks!",1
I think Brilliant idea. Have a nice day.,0
I think Pathetic work. nonsense Everyone agrees.,1
I think I completely agree with your opinion. Please improve.,0
"Personally, This is nonsense. nonsense Everyone agrees.",1
"Personally, This is nonsense. nonsense Better luck next time.",1
"Personally, You make no sense. ridiculous Everyone agrees.",1
I think Your ideas are terrible. Thanks!,1
"Honestly, You are an inspiration. smart Better luck next time.",0
I think What a waste. awful Better luck next time.,1
"Seriously, You are completely useless. worst Have a nice day.",1
"Honestly, Very informative content. good Keep it up.",0
This is amazing. Thanks!,0
"In my opinion, You are stupid. Everyone agrees.",1
"In my opinion, Pathetic work. dumb Have a nice day.",1
"Seriously, Terrible explanation. Please improve.",1
"Seriously, You did a great job. Thanks!",0
Nobody likes you. Have a nice day.,1
"Seriously, You are completely useless. nonsense Please improve.",1
"Seriously, Fantastic work.",0
Wonderful project. fantastic Thanks!,0
"In my opinion, Pathetic work. idiot Have a nice day.",1
"Honestly, You are stupid. dumb That's all.",1
I think Absolutely ridiculous. horrible Keep it up.,1
I think Keep up the good work. Have a nice day.,0
I think Great presentation. good Have a nice day.,0
"Personally, Worst content ever. garbage Keep it up.",1
"In my opinion, Stop posting rubbish. garbage Please improve.",1
"Honestly, You are so dumb. awful Have a nice day.",1
"Personally, You are an idiot. Everyone agrees.",1
"In my opinion, You should quit. Please improve.",1
"Seriously, You are completely useless. horrible Better luck next time.",1
Excellent explanation. awesome That's all.,0
"Honestly, You should quit. Keep it up.",1
I think Wonderful project. good Thanks!,0
"Seriously, Stop posting rubbish. Keep it up.",1
"Personally, You should quit. dumb Keep it up.",1
This made my day. good Thanks!,0
"Personally, Well explained. Better luck next time.",0
You are an idiot. Thanks!,1
"In my opinion, Your work is outstanding. brilliant Better luck next time.",0
"Seriously, This is the dumbest thing I've seen. pathetic",1
I think I completely agree with your opinion. nice Thanks!,0
You are very talented. Everyone agrees.,0
I think You make no sense. Thanks!,1
"In my opinion, This is garbage. Please improve.",1
I think I really appreciate your effort. creative,0
"Honestly, Your work is outstanding. Everyone agrees.",0
"Honestly, You are so dumb. trash Please improve.",1
I think Your work is outstanding. brilliant Keep it up.,0
"Seriously, Brilliant idea. That's all.",0
"In my opinion, You know nothing. Have a nice day.",1
"Personally, I completely agree with your opinion. excellent Better luck next time.",0
I think Well explained. wonderful Please improve.,0
"In my opinion, Your work is outstanding. helpful Keep it up.",0
"Seriously, This is nonsense. ridiculous That's all.",1
I think Wonderful project.,0
I think Great presentation. Better luck next time.,0
"Personally, This made my day. Everyone agrees.",0
"Personally, Fantastic work. good Better luck next time.",0
"In my opinion, Stop posting rubbish. That's all.",1
I think Brilliant idea. Keep it up.,0
"Honestly, Pathetic work. Have a nice day.",1
I think Pathetic work. Thanks!,1
"Honestly, This tutorial is very useful. brilliant Thanks!",0
"Seriously, Worst content ever. worst Better luck next time.",1
"In my opinion, Worst content ever. idiot Have a nice day.",1
"Honestly, This is nonsense. Better luck next time.",1
"Seriously, I really appreciate your effort. polite Thanks!",0
"Personally, You are very talented. helpful That's all.",0
I think You are an idiot. pathetic,1
"Honestly, You did a great job. Everyone agrees.",0
I think I learned something new today. awesome Better luck next time.,0
I think You know nothing.,1
"Personally, This is nonsense. trash Better luck next time.",1
"Personally, Pathetic work. worst",1
Great presentation. polite Keep it up.,0
"In my opinion, Brilliant idea. Keep it up.",0
"In my opinion, I learned something new today. fantastic Please improve.",0
"Seriously, Great presentation. wonderful Thanks!",0
"In my opinion, Well explained. Everyone agrees.",0
"In my opinion, I really appreciate your effort. kind Have a nice day.",0
"Personally, This is amazing. impressive Everyone agrees.",0
"Seriously, You did a great job. creative Keep it up.",0
I think This tutorial is very useful. That's all.,0
"In my opinion, Looking forward to more videos. Keep it up.",0
"Honestly, You are stupid. Everyone agrees.",1
"Honestly, Absolutely ridiculous. idiot Have a nice day.",1
I think Very informative content. valuable,0
I think Worst content ever. idiot That's all.,1
"Personally, You are an idiot.",1
"Honestly, This is garbage. Everyone agrees.",1
"Honestly, Absolutely ridiculous. Better luck next time.",1
Great presentation. wonderful Keep it up.,0
I think You make no sense. nonsense Thanks!,1
Your ideas are terrible. worst Everyone agrees.,1
This is the dumbest thing I've seen. Have a nice day.,1
"Seriously, Terrible explanation. Everyone agrees.",1
"In my opinion, Shut up. useless Have a nice day.",1
I think You did a great job. kind Everyone agrees.,0
"Seriously, Brilliant idea. helpful Keep it up.",0
"Honestly, This made my day. perfect That's all.",0
"Honestly, I completely agree with your opinion. valuable",0
"Seriously, Looking forward to more videos. polite That's all.",0
I think This is amazing. wonderful Everyone agrees.,0
"Seriously, You are an idiot. Everyone agrees.",1
"Seriously, Excellent explanation. perfect Keep it up.",0
"Seriously, I really appreciate your effort. helpful Please improve.",0
I think You are an idiot. garbage Better luck next time.,1
"Honestly, Thank you for your help. Everyone agrees.",0
I think Wonderful project. kind,0
Excellent explanation. That's all.,0
"Seriously, Keep up the good work. Better luck next time.",0
