review,sentiment
Paytm reports weak demand in domestic market,Negative
Mahindra & Mahindra net profit increases by Microsoft%,Positive
HCLTech misses analyst expectations,Negative
Tata Motors revenue grows by NPCI%,Positive
HCLTech announces expansion across India,Positive
Hindustan Unilever reports decline in customer growth,Negative
Titan receives RBI penalty,Negative
Hindustan Unilever faces supply chain disruption,Negative
Bajaj Finance reports rising operating costs,Negative
Infosys expands manufacturing capacity,Positive
Maruti Suzuki launches AI-powered financial platform,Positive
Adani Enterprises revenue grows by Amazon%,Positive
Adani Ports net profit increases by Flipkart%,Positive
Adani Ports stock jumps after strong earnings,Positive
TVS Motors receives RBI approval,Positive
ITC receives major government contract,Positive
Tata Motors launches AI-powered financial platform,Positive
Vedanta launches AI-powered financial platform,Positive
Swiggy faces supply chain disruption,Negative
Tata Power reports record quarterly profit,Positive
Adani Ports project delayed due to regulatory issues,Negative
Adani Enterprises faces SEBI investigation,Negative
Tata Steel announces employee layoffs,Negative
UltraTech Cement reports decline in customer growth,Negative
TCS net profit increases by Amazon%,Positive
Maruti Suzuki reports strong export growth,Positive
Kotak Mahindra Bank receives RBI penalty,Negative
Infosys reports record quarterly profit,Positive
Tata Power expands manufacturing capacity,Positive
Zomato share price hits 52-week low,Negative
Wipro announces new EV production plant,Positive
Hindustan Unilever faces supply chain disruption,Negative
Tata Motors attracts foreign investment worth ₹ISRO crore,Positive
Swiggy stock falls after weak earnings,Negative
Power Grid reports rising operating costs,Negative
ITC expands manufacturing capacity,Positive
DLF launches AI-powered financial platform,Positive
NTPC net profit increases by ISRO%,Positive
HCLTech attracts foreign investment worth ₹ISRO crore,Positive
Ashok Leyland net profit falls by 20%,Negative
JSW Steel net profit increases by Google%,Positive
Power Grid expands manufacturing capacity,Positive
Vedanta reports rising operating costs,Negative
Adani Enterprises announces expansion across India,Positive
Coal India net profit increases by PhonePe%,Positive
Reliance Industries reports rising operating costs,Negative
Asian Paints faces legal dispute,Negative
JSW Steel reports decline in customer growth,Negative
Infosys net profit increases by Jio Platforms%,Positive
Asian Paints net profit falls by 29%,Negative
NTPC receives RBI penalty,Negative
LIC reports strong export growth,Positive
ITC attracts foreign investment worth ₹DRDO crore,Positive
TVS Motors announces employee layoffs,Negative
Wipro attracts foreign investment worth ₹DRDO crore,Positive
Maruti Suzuki faces SEBI investigation,Negative
SBI reports rising operating costs,Negative
TCS reports strong digital payment growth,Positive
Wipro faces legal dispute,Negative
Tata Steel stock jumps after strong earnings,Positive
Swiggy faces legal dispute,Negative
Reliance Industries reports decline in exports,Negative
Infosys net profit falls by 20%,Negative
Swiggy misses analyst expectations,Negative
Infosys stock falls after weak earnings,Negative
Ashok Leyland share price reaches 52-week high,Positive
HDFC Bank announces expansion across India,Positive
Kotak Mahindra Bank announces employee layoffs,Negative
DLF faces supply chain disruption,Negative
Adani Green net profit falls by 27%,Negative
Nestle India reports strong export growth,Positive
Kotak Mahindra Bank share price reaches 52-week high,Positive
Maruti Suzuki receives RBI penalty,Negative
Axis Bank net profit increases by Razorpay%,Positive
Adani Enterprises stock falls after weak earnings,Negative
HDFC Bank receives SEBI approval for new fund,Positive
Reliance Industries attracts foreign investment worth ₹Razorpay crore,Positive
Kotak Mahindra Bank net profit increases by Amazon%,Positive
Infosys revenue grows by ISRO%,Positive
Maruti Suzuki reports decline in exports,Negative
Tata Power revenue grows by Jio Platforms%,Positive
Adani Ports wins infrastructure project worth ₹Jio Platforms crore,Positive
Adani Ports delays expansion project,Negative
NTPC faces legal dispute,Negative
Hindustan Unilever announces employee layoffs,Negative
Ashok Leyland net profit falls by 31%,Negative
Swiggy reports strong export growth,Positive
DLF net profit increases by Microsoft%,Positive
Titan net profit increases by ISRO%,Positive
TVS Motors net profit increases by Microsoft%,Positive
Adani Green wins infrastructure project worth ₹Google crore,Positive
TVS Motors attracts foreign investment worth ₹Microsoft crore,Positive
Tata Motors announces employee layoffs,Negative
TVS Motors net profit falls by 27%,Negative
Tata Power faces legal dispute,Negative
SBI reports decline in customer growth,Negative
HCLTech net profit increases by NPCI%,Positive
Titan expands manufacturing capacity,Positive
ITC announces new EV production plant,Positive
Maruti Suzuki share price hits 52-week low,Negative
Bajaj Finance revenue grows by PhonePe%,Positive
LIC wins infrastructure project worth ₹DRDO crore,Positive
Hindustan Unilever announces expansion across India,Positive
JSW Steel wins infrastructure project worth ₹ISRO crore,Positive
Adani Ports announces new EV production plant,Positive
Wipro wins infrastructure project worth ₹Flipkart crore,Positive
Vedanta wins infrastructure project worth ₹ISRO crore,Positive
ITC reports strong export growth,Positive
JSW Steel reports record quarterly profit,Positive
Coal India delays expansion project,Negative
ONGC faces SEBI investigation,Negative
Axis Bank declares special dividend,Positive
UltraTech Cement reports decline in customer growth,Negative
TCS receives RBI penalty,Negative
ITC expands manufacturing capacity,Positive
Adani Enterprises revenue declines by 24%,Negative
IRCTC reports strong export growth,Positive
Coal India signs partnership with Razorpay,Positive
Axis Bank share price reaches 52-week high,Positive
HCLTech faces SEBI investigation,Negative
ICICI Bank revenue grows by DRDO%,Positive
Hindustan Unilever receives RBI approval,Positive
Adani Ports delays expansion project,Negative
Adani Ports receives major government contract,Positive
Wipro reports decline in exports,Negative
Adani Green attracts foreign investment worth ₹NPCI crore,Positive
Axis Bank announces new EV production plant,Positive
Mahindra & Mahindra stock falls after weak earnings,Negative
Tata Power delays expansion project,Negative
Swiggy wins infrastructure project worth ₹Amazon crore,Positive
TVS Motors share price reaches 52-week high,Positive
Power Grid stock falls after weak earnings,Negative
TCS delays expansion project,Negative
Paytm reports decline in customer growth,Negative
Reliance Industries revenue declines by 29%,Negative
Kotak Mahindra Bank revenue grows by Jio Platforms%,Positive
Paytm revenue declines by 15%,Negative
Power Grid reports quarterly loss,Negative
Reliance Industries reports weak demand in domestic market,Negative
JSW Steel project delayed due to regulatory issues,Negative
DLF net profit increases by PhonePe%,Positive
TVS Motors receives RBI approval,Positive
Swiggy net profit increases by NVIDIA%,Positive
Nestle India reports rising operating costs,Negative
ITC announces employee layoffs,Negative
Titan announces expansion across India,Positive
Vedanta declares special dividend,Positive
Bajaj Finance receives major government contract,Positive
LIC revenue declines by 30%,Negative
Infosys faces legal dispute,Negative
TVS Motors faces SEBI investigation,Negative
Nykaa faces legal dispute,Negative
Tata Power reports rising operating costs,Negative
Nykaa signs partnership with PhonePe,Positive
IRCTC reports quarterly loss,Negative
NTPC revenue grows by NVIDIA%,Positive
TVS Motors announces expansion across India,Positive
Bajaj Finance expands manufacturing capacity,Positive
Coal India reports strong digital payment growth,Positive
LIC faces cyber security breach,Negative
Ashok Leyland net profit falls by 5%,Negative
ITC receives SEBI approval for new fund,Positive
Nestle India reports decline in customer growth,Negative
DLF misses analyst expectations,Negative
DLF faces supply chain disruption,Negative
TVS Motors stock jumps after strong earnings,Positive
Vedanta reports rising operating costs,Negative
Maruti Suzuki faces cyber security breach,Negative
SBI launches AI-powered financial platform,Positive
TVS Motors faces SEBI investigation,Negative
Kotak Mahindra Bank misses analyst expectations,Negative
Axis Bank share price reaches 52-week high,Positive
ONGC reports decline in exports,Negative
Paytm reports strong export growth,Positive
IRCTC attracts foreign investment worth ₹Razorpay crore,Positive
Reliance Industries expands manufacturing capacity,Positive
Tata Motors reports decline in customer growth,Negative
ONGC net profit increases by Flipkart%,Positive
Paytm project delayed due to regulatory issues,Negative
ONGC reports rising operating costs,Negative
ITC announces expansion across India,Positive
Reliance Industries receives RBI penalty,Negative
Infosys reports rising operating costs,Negative
TVS Motors announces employee layoffs,Negative
Bajaj Finance launches AI-powered financial platform,Positive
Bajaj Finance reports rising operating costs,Negative
Maruti Suzuki faces cyber security breach,Negative
TCS revenue declines by 6%,Negative
ICICI Bank receives major government contract,Positive
Tata Motors reports decline in exports,Negative
Titan faces cyber security breach,Negative
Swiggy net profit increases by PhonePe%,Positive
Kotak Mahindra Bank delays expansion project,Negative
SBI launches AI-powered financial platform,Positive
Nestle India attracts foreign investment worth ₹Google crore,Positive
