age,income_lakh,investment_lakh,risk_score,experience,market_exposure,diversification,previous_return,annual_return,return_binary,return_category
32,13.0,9.9,7,7,48.1,7,22.2,25.6,1,2
41,12.4,10.1,8,20,23.4,3,19.8,25.2,1,2
42,3.2,12.2,3,30,96.2,5,-1.6,11.4,0,1
32,11.8,7.5,4,21,12.2,1,14.7,14.3,0,1
45,21.6,7.3,2,14,54.3,7,12.2,18.5,1,1
40,11.7,9.5,6,18,88.6,4,10.2,24.0,1,2
28,19.9,10.7,1,23,57.2,3,-3.6,10.7,0,1
30,24.0,14.0,10,15,69.5,2,15.8,33.3,1,2
34,21.5,6.8,5,9,78.5,7,22.3,27.8,1,2
45,13.3,9.3,8,22,23.6,4,13.3,18.6,1,1
41,6.3,4.1,4,26,42.5,7,22.1,15.4,1,1
38,14.8,11.3,4,6,34.7,1,9.3,16.2,1,1
48,13.0,9.1,6,20,51.3,4,6.1,19.0,1,1
31,21.1,8.7,8,20,38.6,5,15.9,24.5,1,2
52,13.4,6.4,4,16,18.7,6,4.0,11.7,0,1
45,14.2,7.8,5,27,90.0,3,-0.2,14.8,0,1
48,17.5,12.7,5,22,53.4,3,22.1,27.3,1,2
25,7.8,7.2,7,17,15.2,7,8.9,14.9,0,1
34,15.6,12.2,1,1,54.8,5,12.9,17.6,1,1
59,19.8,7.2,1,30,11.1,3,16.6,19.1,1,1
33,14.2,14.9,2,0,87.9,5,-2.4,12.6,0,1
50,6.1,14.2,9,18,30.9,9,13.1,24.3,1,2
44,14.1,13.0,4,26,50.6,9,-1.5,16.9,1,1
54,24.1,3.6,3,9,74.4,6,16.1,22.2,1,2
37,4.5,10.2,6,7,95.7,2,2.5,13.2,0,1
33,3.4,10.0,6,9,15.0,5,15.8,12.5,0,1
42,14.4,9.5,5,17,35.6,6,10.9,15.1,1,1
54,10.4,4.8,1,23,62.8,5,16.7,17.6,1,1
31,16.2,8.2,2,10,74.1,3,-1.4,8.8,0,0
53,14.0,7.3,7,15,33.2,7,8.6,14.7,0,1
33,11.9,6.2,8,14,70.4,10,-4.9,15.0,1,1
51,12.1,0.7,9,4,85.5,3,-2.6,9.5,0,0
43,5.0,12.5,5,26,36.2,2,8.0,14.6,0,1
54,13.1,12.3,10,8,67.4,1,7.2,22.2,1,2
27,22.6,8.6,4,3,88.5,5,7.9,22.2,1,2
60,19.1,2.7,9,14,61.0,3,2.3,15.3,1,1
22,9.3,5.1,1,18,47.7,5,-4.1,7.0,0,0
38,9.9,12.0,1,4,44.0,9,24.1,22.5,1,2
28,9.5,13.6,5,16,19.9,7,4.4,14.9,0,1
58,16.3,1.6,10,22,36.5,7,5.8,18.7,1,1
44,6.2,14.4,1,1,78.9,1,9.3,12.1,0,1
21,14.2,5.2,9,0,47.3,2,7.7,13.9,0,1
24,16.3,2.9,8,5,20.8,1,18.9,19.0,1,1
53,23.4,13.1,9,25,55.6,2,19.1,34.0,1,2
46,9.1,6.3,2,14,89.6,1,-4.3,4.3,0,0
59,14.9,14.8,7,28,20.8,8,2.0,21.9,1,2
35,3.2,6.0,4,23,93.6,3,8.8,10.9,0,1
21,16.9,10.6,10,7,59.9,5,0.2,22.4,1,2
26,7.1,10.3,10,15,20.3,8,14.1,17.7,1,1
38,20.6,8.3,2,4,26.0,2,6.4,12.6,0,1
55,12.0,12.0,1,14,53.3,3,3.3,9.8,0,0
25,5.8,7.6,6,10,98.4,10,15.4,20.7,1,2
36,5.0,7.1,10,4,19.9,5,-1.6,11.4,0,1
38,6.0,1.2,1,0,39.2,8,6.9,7.0,0,0
36,7.4,0.5,3,17,57.6,8,13.5,9.6,0,0
49,16.3,1.3,4,14,75.6,8,8.8,16.7,1,1
59,16.8,9.2,2,23,56.2,10,8.9,17.3,1,1
30,4.9,1.9,7,27,14.4,4,9.0,10.5,0,1
34,16.1,1.4,3,25,83.7,10,13.2,21.6,1,2
32,20.1,4.8,2,26,15.1,10,4.1,13.1,0,1
31,16.1,3.3,7,19,22.3,1,25.0,19.2,1,1
37,17.7,7.1,4,12,45.2,8,19.3,25.4,1,2
39,18.4,14.7,7,20,60.6,2,22.3,30.1,1,2
28,3.7,13.7,4,16,88.0,6,13.8,19.2,1,1
27,8.5,1.6,1,18,85.3,3,1.6,6.1,0,0
33,4.0,7.0,6,3,95.4,5,7.6,13.6,0,1
51,8.4,8.3,3,27,27.8,6,10.1,12.8,0,1
28,23.3,7.9,8,14,14.6,3,6.6,17.7,1,1
42,24.9,12.7,1,15,57.3,7,1.5,18.3,1,1
58,5.9,14.2,6,10,28.9,1,15.3,15.0,1,1
22,24.0,9.9,1,4,56.5,2,16.9,19.7,1,1
42,21.5,8.5,6,23,54.2,5,6.4,21.1,1,2
60,22.2,12.4,9,25,53.9,10,-2.7,23.9,1,2
45,7.5,1.2,7,18,90.4,3,10.1,11.5,0,1
27,23.7,12.9,10,28,62.7,8,-2.7,26.7,1,2
58,22.2,4.7,6,17,81.4,6,2.7,19.2,1,1
37,9.3,6.7,6,7,42.4,2,20.4,21.1,1,2
44,20.3,6.1,2,3,38.1,3,20.5,18.3,1,1
39,15.2,7.8,8,30,14.8,2,12.1,18.5,1,1
45,13.7,5.8,6,11,28.8,4,1.5,13.0,0,1
35,15.7,9.8,6,27,10.3,2,21.4,21.4,1,2
38,8.6,5.4,4,16,74.8,4,16.8,14.9,0,1
28,23.9,11.3,5,23,94.9,8,12.8,28.2,1,2
52,19.0,0.8,9,22,61.6,5,12.2,21.0,1,2
37,8.6,7.1,3,28,49.9,9,-0.6,12.3,0,1
30,16.5,10.7,2,0,15.1,1,3.9,12.7,0,1
44,22.6,14.4,2,22,57.7,7,20.1,27.4,1,2
30,18.1,2.5,1,27,95.9,8,11.3,15.7,1,1
31,11.9,4.2,7,25,63.1,2,1.6,13.4,0,1
54,24.0,14.5,8,19,27.9,2,-3.0,19.4,1,1
38,19.7,7.2,2,19,70.1,6,5.2,16.1,1,1
59,13.7,6.6,5,10,77.5,5,17.0,19.0,1,1
59,22.6,8.2,1,7,25.6,8,-1.3,11.5,0,1
31,17.0,9.5,2,19,64.9,10,2.5,17.0,1,1
33,4.2,6.4,6,5,77.0,2,5.2,10.3,0,1
58,24.6,3.3,4,26,32.4,4,-2.5,13.1,0,1
41,3.0,8.1,6,14,31.6,2,17.8,17.9,1,1
23,16.4,7.8,9,18,91.1,8,-3.7,22.3,1,2
40,18.1,12.2,5,26,25.0,5,15.1,25.4,1,2
39,16.1,14.4,8,29,32.5,4,-3.3,18.9,1,1
24,14.8,12.2,4,13,84.9,2,18.6,23.2,1,2
45,4.4,13.5,8,30,29.1,5,15.7,24.6,1,2
53,18.6,12.6,5,6,69.7,9,10.0,25.8,1,2
32,23.8,3.9,7,13,16.8,10,13.8,25.9,1,2
58,19.1,8.1,4,25,82.4,2,16.3,22.5,1,2
41,7.9,8.0,8,10,27.6,5,12.9,15.1,1,1
48,20.1,8.8,2,6,99.3,10,18.7,24.3,1,2
27,21.1,9.0,8,10,76.9,9,20.1,29.4,1,2
58,3.6,11.6,9,5,87.6,9,10.0,25.5,1,2
41,11.0,14.8,4,13,27.1,2,20.4,21.9,1,2
24,4.4,10.8,6,5,34.7,9,0.3,16.8,1,1
40,21.1,14.6,5,19,42.7,6,2.1,24.0,1,2
25,21.2,12.0,8,15,93.3,4,16.1,33.2,1,2
30,4.1,6.4,5,0,23.6,7,16.7,13.8,0,1
57,18.9,11.8,3,28,86.6,8,22.4,30.3,1,2
58,16.0,2.7,7,16,84.0,6,9.7,15.4,1,1
45,13.2,12.3,7,24,30.0,9,20.4,27.3,1,2
56,19.5,8.1,3,25,58.6,6,6.2,20.2,1,2
46,18.4,5.1,2,9,60.5,2,2.1,11.5,0,1
47,6.7,10.0,5,15,62.3,3,23.5,20.8,1,2
29,22.0,2.7,6,1,21.0,10,-0.2,16.7,1,1
48,3.3,2.5,3,5,26.3,4,23.9,11.4,0,1
32,9.3,4.1,5,5,67.5,4,-2.1,7.5,0,0
42,15.4,8.1,1,24,31.2,1,17.2,13.6,0,1
44,3.6,8.8,4,25,96.7,5,-4.7,8.0,0,0
39,11.4,12.6,1,15,78.6,10,17.7,23.8,1,2
25,22.9,1.0,6,6,55.7,2,10.8,16.1,1,1
32,13.8,7.8,7,21,36.1,7,-2.1,12.1,0,1
23,19.9,3.8,8,29,71.7,9,8.2,23.8,1,2
50,9.3,12.2,2,13,25.9,7,10.4,13.0,0,1
36,13.1,1.1,10,4,32.5,3,7.6,14.4,0,1
60,19.0,0.8,10,14,55.6,10,7.4,21.0,1,2
27,5.5,6.1,4,3,76.7,1,16.6,12.7,0,1
54,9.8,1.9,4,1,17.8,2,21.2,15.8,1,1
35,7.0,4.3,7,17,92.9,8,21.3,25.3,1,2
35,21.3,13.5,9,9,28.1,6,9.9,21.7,1,2
38,16.5,11.2,9,26,84.1,3,11.8,26.6,1,2
41,9.9,2.9,10,18,93.1,1,17.7,20.0,1,1
37,17.4,14.3,6,18,18.1,8,8.8,23.5,1,2
28,8.9,10.0,7,12,90.9,8,14.7,25.5,1,2
39,10.8,8.9,9,29,32.4,4,21.0,24.4,1,2
40,5.8,10.2,3,20,30.2,9,-2.7,9.4,0,0
25,18.3,2.3,10,30,62.3,5,-3.6,14.5,0,1
31,20.6,1.4,7,29,44.8,10,-0.1,15.0,1,1
58,16.1,1.1,8,15,90.9,1,23.1,24.0,1,2
24,4.4,4.4,6,1,47.7,2,7.3,9.4,0,0
24,22.9,7.1,2,11,40.5,9,20.8,22.2,1,2
23,15.7,2.2,5,12,77.3,3,10.9,16.0,1,1
40,13.3,5.6,4,27,29.9,8,-2.8,8.2,0,0
31,13.2,11.8,6,0,63.0,7,0.3,18.6,1,1
36,6.4,12.7,9,26,48.1,10,-2.6,18.5,1,1
50,23.5,8.6,1,3,33.8,9,2.5,14.0,0,1
33,11.3,0.5,9,11,92.7,9,-4.3,11.2,0,1
26,7.2,4.9,2,29,72.7,5,20.2,14.2,0,1
33,10.2,9.1,1,3,58.2,8,24.4,21.2,1,2
34,13.8,9.7,9,1,85.1,2,10.5,18.1,1,1
47,23.9,12.8,1,30,68.4,5,24.8,34.3,1,2
51,18.3,4.1,7,10,33.7,5,23.1,23.0,1,2
59,5.1,8.5,4,14,68.7,1,16.3,13.0,0,1
60,20.1,1.4,10,23,41.8,7,23.7,29.8,1,2
41,21.5,8.4,1,25,23.6,5,23.0,24.6,1,2
34,6.7,11.0,1,2,49.3,7,22.3,16.8,1,1
30,18.0,3.0,8,10,76.5,5,9.2,17.4,1,1
60,4.1,1.0,7,24,72.4,4,2.9,9.3,0,0
26,8.9,12.8,2,1,93.8,1,13.2,15.8,1,1
22,23.4,7.7,10,9,83.6,8,1.6,22.5,1,2
60,13.3,12.1,3,3,27.5,1,1.8,8.8,0,0
60,16.0,8.1,10,26,79.1,9,-2.5,24.5,1,2
32,12.1,8.9,10,29,24.1,6,9.0,22.5,1,2
57,24.7,0.7,8,27,59.2,1,22.4,24.9,1,2
34,8.0,9.0,5,9,28.3,1,0.3,7.2,0,0
28,18.5,4.6,7,8,79.3,1,22.5,22.6,1,2
54,10.0,3.9,1,4,49.7,7,20.6,15.9,1,1
22,22.6,6.1,2,11,77.7,5,2.3,15.1,1,1
41,13.4,13.6,1,29,73.8,1,3.5,16.4,1,1
34,14.6,4.5,7,1,56.1,2,13.9,14.8,0,1
21,10.3,7.6,10,16,47.0,6,3.6,17.7,1,1
48,23.5,12.5,2,20,61.1,9,22.4,27.0,1,2
42,5.2,8.3,7,15,41.7,7,22.7,20.4,1,2
49,6.5,13.5,5,12,21.4,7,16.9,19.5,1,1
33,19.2,7.6,4,20,60.5,4,-0.8,15.2,1,1
29,15.0,4.4,7,19,29.0,1,19.4,18.3,1,1
60,5.1,8.2,7,17,56.1,8,19.7,21.1,1,2
58,7.0,10.0,8,3,80.9,6,11.9,21.7,1,2
52,17.1,14.9,10,5,83.5,7,13.7,27.8,1,2
32,24.9,3.3,5,25,84.2,6,3.4,22.0,1,2
52,18.8,13.6,4,14,41.7,3,6.5,16.9,1,1
23,15.5,6.8,8,29,100.0,2,-3.6,18.5,1,1
58,18.6,4.5,9,8,82.0,10,-2.5,21.4,1,2
31,7.5,7.8,6,28,39.4,5,-1.0,13.4,0,1
54,9.1,14.7,1,4,71.5,1,17.8,18.9,1,1
58,11.0,14.3,9,30,19.3,6,-4.7,18.0,1,1
27,15.1,8.4,2,12,60.5,9,3.4,11.7,0,1
41,24.7,7.9,10,21,54.0,1,11.4,22.6,1,2
21,11.9,2.5,9,0,71.2,8,20.5,22.9,1,2
58,9.7,10.9,8,29,28.3,1,-4.3,8.7,0,0
53,20.0,3.9,2,12,58.5,4,3.5,11.1,0,1
30,6.0,12.4,4,1,93.7,5,22.2,21.1,1,2
25,3.9,0.6,4,16,75.0,5,15.9,12.5,0,1
38,6.0,12.5,5,13,39.1,8,-2.0,17.1,1,1
30,20.1,3.0,2,29,83.0,9,8.6,17.8,1,1
21,21.8,5.0,4,15,97.3,6,11.9,19.9,1,1
22,19.7,12.4,2,9,62.9,6,20.5,21.5,1,2
51,10.8,7.1,3,1,29.4,2,1.9,7.8,0,0
22,23.5,14.6,1,11,90.6,1,11.4,22.4,1,2
34,13.1,13.3,9,11,41.0,9,7.1,22.3,1,2
38,16.7,12.2,7,22,89.1,3,5.2,21.4,1,2
46,22.3,7.8,2,0,77.0,5,10.1,20.5,1,2
55,11.4,2.3,6,1,10.3,6,18.3,16.6,1,1
22,10.0,12.9,5,8,28.9,9,8.8,18.2,1,1
45,14.8,12.1,8,4,17.2,1,18.5,19.6,1,1
28,22.9,10.3,3,12,61.0,5,15.8,20.3,1,2
60,4.3,12.3,10,23,42.3,7,15.8,18.9,1,1
35,20.8,10.0,10,6,22.6,1,15.1,24.0,1,2
33,16.7,6.4,7,9,12.4,8,4.8,14.6,0,1
21,7.2,10.7,3,21,81.1,2,8.1,12.0,0,1
47,7.2,11.9,7,11,93.6,8,-1.7,15.4,1,1
53,12.6,10.1,7,1,72.5,5,7.7,20.6,1,2
28,12.2,5.2,1,21,49.2,6,14.2,15.2,1,1
28,19.1,10.9,6,1,37.7,1,-3.9,12.8,0,1
57,9.7,2.5,9,0,12.1,10,12.8,17.1,1,1
54,16.5,14.1,5,24,16.1,10,-1.3,19.1,1,1
48,12.9,3.3,9,23,24.3,2,15.6,15.0,1,1
38,20.0,1.9,2,24,12.6,6,5.0,10.2,0,1
52,11.8,1.3,5,11,59.5,3,7.7,8.2,0,0
43,19.7,2.8,4,18,18.5,2,-1.0,9.9,0,0
32,4.7,4.7,1,26,86.6,10,9.3,13.4,0,1
38,20.8,10.3,5,24,97.8,5,4.7,19.0,1,1
40,7.6,11.0,1,4,96.3,5,4.1,15.1,1,1
23,21.5,14.9,2,2,37.4,1,-3.5,13.9,0,1
28,17.1,1.1,6,7,20.6,10,19.0,20.4,1,2
54,9.3,9.5,2,29,15.2,9,-4.4,9.2,0,0
22,17.5,14.1,8,3,18.8,9,8.5,26.9,1,2
57,17.8,2.5,1,9,85.2,6,19.7,17.7,1,1
50,21.6,10.7,5,19,13.7,1,3.3,13.6,0,1
32,14.3,11.5,3,22,81.4,2,22.2,26.1,1,2
47,17.9,10.0,10,23,74.3,9,23.4,34.7,1,2
32,15.0,12.4,7,23,55.0,8,21.4,26.9,1,2
43,21.7,13.4,2,2,25.6,1,15.4,18.7,1,1
27,21.1,10.8,7,14,12.5,5,15.9,28.3,1,2
39,16.0,4.2,2,14,21.2,7,20.5,13.1,0,1
58,20.9,9.4,4,14,48.5,3,7.3,18.2,1,1
60,19.0,5.7,2,21,86.0,7,0.8,13.5,0,1
23,7.7,14.4,6,7,17.6,6,-3.9,11.7,0,1
23,5.4,1.8,5,6,80.0,7,9.5,12.4,0,1
45,4.4,14.7,3,21,12.2,6,24.9,19.5,1,1
35,24.3,6.2,10,7,92.3,3,8.7,24.6,1,2
40,21.0,3.1,7,13,80.7,7,12.9,21.7,1,2
26,22.7,12.8,2,5,76.5,1,12.9,19.8,1,1
38,21.8,9.7,6,15,60.6,3,22.2,23.3,1,2
46,5.6,12.2,3,30,76.2,9,18.9,25.3,1,2
45,11.3,10.1,7,6,20.8,4,10.6,17.8,1,1
44,9.4,1.8,6,30,93.8,5,-2.1,10.9,0,1
49,24.7,3.1,2,17,40.0,5,-4.6,11.4,0,1
46,3.5,5.0,5,16,97.2,1,0.8,8.4,0,0
31,17.3,10.2,1,30,65.6,6,19.9,22.3,1,2
36,3.4,8.1,4,13,86.9,8,12.9,19.0,1,1
57,16.1,13.6,3,1,75.2,4,20.9,29.9,1,2
51,3.3,7.2,1,13,46.8,4,4.5,10.7,0,1
32,12.7,6.4,7,23,77.1,2,14.2,23.7,1,2
50,8.5,11.8,4,14,44.9,6,18.1,20.4,1,2
52,14.2,5.2,9,28,53.1,2,11.5,18.7,1,1
27,5.5,13.2,5,22,34.5,4,-4.9,9.5,0,0
50,5.0,0.6,2,4,20.9,9,-4.3,0.8,0,0
57,18.0,1.1,6,6,45.9,7,24.3,21.9,1,2
59,17.0,0.8,2,13,91.2,8,21.8,19.2,1,1
26,9.3,3.1,1,13,11.8,3,4.0,3.6,0,0
56,11.1,13.6,10,1,40.2,1,11.0,20.9,1,2
59,18.6,11.1,2,27,93.5,9,12.7,23.5,1,2
36,4.1,4.3,1,11,18.9,2,-2.5,-1.3,0,0
22,3.6,4.2,5,5,15.6,6,20.7,13.5,0,1
43,16.9,11.4,6,23,90.4,5,10.8,25.1,1,2
38,20.9,2.1,10,2,45.8,1,-0.6,14.9,0,1
27,16.0,4.5,3,15,53.7,1,-0.0,8.5,0,0
54,19.4,3.6,5,3,86.1,9,2.5,17.6,1,1
34,23.3,5.9,5,30,21.8,2,11.0,19.0,1,1
40,21.4,9.3,4,10,57.9,2,8.2,20.0,1,1
37,14.5,0.9,4,19,81.5,1,-4.4,8.8,0,0
33,20.6,1.6,10,26,82.2,9,24.7,28.2,1,2
35,8.8,8.1,10,12,96.7,10,4.9,23.3,1,2
31,17.7,3.7,10,6,38.8,3,4.0,13.3,0,1
57,3.1,0.6,8,20,48.2,2,15.6,10.2,0,1
39,24.7,5.2,1,10,55.0,7,24.3,24.2,1,2
36,10.1,1.5,7,5,65.0,5,14.8,12.9,0,1
57,18.0,3.9,2,22,74.7,1,22.1,16.3,1,1
38,23.5,6.7,1,16,43.9,9,23.1,24.4,1,2
34,14.7,1.0,3,0,54.9,3,22.3,12.4,0,1
30,12.6,3.7,8,9,14.3,6,6.6,10.9,0,1
55,11.0,7.0,5,18,87.8,8,15.6,22.3,1,2
25,8.9,14.6,8,24,24.6,3,7.8,21.1,1,2
35,11.9,8.0,7,12,78.9,4,17.0,24.4,1,2
56,15.9,3.1,2,27,33.8,5,-1.7,6.7,0,0
45,13.5,14.6,9,27,83.2,6,9.7,27.0,1,2
50,4.0,11.4,5,26,35.9,2,10.0,15.0,1,1
59,6.9,7.6,3,29,27.8,10,20.4,18.7,1,1
32,22.3,13.4,2,10,14.5,1,24.5,21.0,1,2
30,6.5,1.5,8,25,15.9,5,8.7,13.7,0,1
57,3.9,8.0,8,2,89.7,9,-3.4,10.2,0,1
33,12.6,8.7,2,9,98.6,3,15.3,15.9,1,1
39,3.7,9.4,9,15,40.0,8,14.6,20.0,1,1
37,14.5,7.3,2,13,83.8,10,13.1,19.4,1,1
28,17.6,8.1,7,26,79.1,6,5.2,21.6,1,2
46,9.8,1.0,10,6,86.4,8,2.6,16.6,1,1
44,15.3,0.7,9,16,96.5,4,-3.2,10.2,0,1
38,4.0,5.0,6,25,82.5,3,15.5,18.3,1,1
51,21.3,13.0,3,6,64.5,8,0.0,18.6,1,1
59,19.2,5.4,10,14,85.8,8,19.3,26.9,1,2
38,22.7,11.6,2,1,10.3,3,16.0,15.1,1,1
35,21.5,12.9,4,27,73.2,10,16.4,31.8,1,2
45,5.3,5.8,3,19,14.1,4,0.7,6.0,0,0
39,10.8,9.2,5,18,79.5,4,2.0,13.1,0,1
53,16.9,8.1,2,8,70.3,8,1.9,15.6,1,1
35,14.5,6.8,5,15,88.1,1,4.7,13.5,0,1
58,4.9,14.7,6,28,69.2,10,8.3,24.3,1,2
42,10.4,12.4,1,6,55.0,4,-0.5,8.9,0,0
31,25.0,13.4,1,3,21.5,6,11.6,18.6,1,1
52,11.6,1.5,6,23,46.9,3,3.1,9.8,0,0
57,23.2,12.2,1,1,35.0,8,8.7,19.2,1,1
33,24.0,13.9,5,20,55.1,3,7.9,22.4,1,2
32,20.8,11.2,5,13,100.0,8,2.5,20.8,1,2
31,22.4,5.9,1,6,72.8,6,16.9,23.7,1,2
26,15.8,11.2,10,27,74.3,1,19.1,26.7,1,2
51,14.7,13.7,5,12,53.3,2,2.1,18.7,1,1
49,18.9,3.7,9,17,47.0,4,14.3,18.3,1,1
29,10.4,7.5,9,26,81.0,8,18.2,29.1,1,2
43,23.5,3.0,4,13,62.7,10,22.2,28.4,1,2
37,5.0,1.5,6,24,79.5,8,21.7,19.3,1,1
51,10.0,5.4,8,0,57.4,10,-4.9,12.1,0,1
29,17.9,3.4,9,25,52.2,8,16.1,25.9,1,2
22,10.6,9.7,7,18,67.6,3,3.0,13.0,0,1
43,22.5,9.8,2,25,76.2,8,15.9,26.1,1,2
47,10.9,14.4,1,15,99.1,5,24.2,24.8,1,2
29,22.2,6.4,3,6,56.6,10,13.2,20.4,1,2
50,18.3,3.8,4,9,96.5,8,9.3,21.0,1,2
32,8.3,10.9,3,19,86.1,3,5.0,13.1,0,1
34,19.2,8.3,4,4,34.5,5,22.5,19.9,1,1
39,10.1,1.6,5,24,65.4,2,21.5,14.6,0,1
27,21.0,7.3,2,11,24.6,4,22.4,17.9,1,1
45,7.7,5.4,6,3,75.1,8,18.3,22.6,1,2
60,9.4,3.2,4,16,94.8,2,-2.7,8.4,0,0
52,21.4,14.5,6,17,68.4,10,24.0,36.2,1,2
54,5.5,5.9,8,5,65.9,7,12.7,19.1,1,1
46,20.9,6.2,2,9,24.6,2,3.2,12.6,0,1
43,24.2,11.8,4,1,91.7,6,11.9,23.3,1,2
22,22.4,5.4,9,26,67.4,6,20.0,29.6,1,2
47,14.3,12.7,3,27,66.4,9,20.3,27.9,1,2
24,13.0,8.4,4,6,41.8,6,4.4,14.0,0,1
30,15.1,7.5,1,9,19.4,2,11.5,10.5,0,1
55,5.8,2.0,3,20,49.2,6,9.4,10.6,0,1
35,7.0,6.5,7,8,70.6,4,4.7,13.0,0,1
32,3.3,13.5,3,29,63.5,9,-2.5,13.0,0,1
23,21.0,7.4,10,3,14.0,7,-3.4,13.6,0,1
60,15.9,6.7,7,9,27.2,9,8.3,17.7,1,1
55,24.5,0.9,3,15,90.9,1,15.5,20.9,1,2
23,11.6,11.0,5,25,74.8,1,17.4,19.9,1,1
25,18.8,5.5,6,7,79.7,1,16.3,18.7,1,1
40,22.8,6.5,6,16,22.7,3,-1.8,11.3,0,1
27,6.9,0.9,5,19,16.5,7,24.1,19.1,1,1
56,22.2,11.4,1,21,80.8,3,10.9,19.2,1,1
23,7.1,3.8,9,6,21.4,4,21.8,16.7,1,1
31,10.7,7.5,9,14,18.8,8,2.7,16.7,1,1
43,11.6,3.8,4,16,96.1,7,17.6,21.5,1,2
53,20.1,10.9,10,6,48.4,1,4.1,22.3,1,2
51,10.8,4.0,3,24,13.2,9,16.2,16.5,1,1
38,12.2,1.3,6,10,16.9,3,-1.2,2.5,0,0
32,23.0,7.7,5,20,21.4,9,9.5,22.5,1,2
28,13.2,11.4,9,15,95.6,4,1.5,23.5,1,2
57,20.1,2.0,1,14,22.6,4,-5.0,7.3,0,0
41,8.0,5.0,8,24,90.3,6,18.0,21.0,1,2
34,22.3,14.3,5,5,21.9,9,21.8,24.2,1,2
54,23.2,12.8,7,15,40.8,2,15.3,24.7,1,2
60,3.6,7.0,10,22,73.3,8,2.0,13.7,0,1
28,21.7,1.7,7,30,28.3,5,-2.2,16.1,1,1
51,10.1,12.6,4,22,37.3,6,15.6,18.9,1,1
26,12.2,13.5,7,11,20.2,2,1.8,15.0,1,1
28,5.0,1.7,2,24,86.6,3,20.4,13.2,0,1
32,14.6,2.2,2,0,54.4,5,-0.9,6.9,0,0
21,21.8,9.8,1,19,69.3,5,-1.6,20.2,1,2
44,24.6,13.2,3,12,29.8,5,8.9,24.3,1,2
36,20.2,12.2,10,5,87.0,6,22.7,36.0,1,2
52,15.1,8.1,5,4,66.3,3,9.1,19.1,1,1
33,10.8,10.3,4,18,98.2,3,-1.2,11.4,0,1
23,3.3,7.9,3,14,76.4,10,4.2,12.6,0,1
29,9.9,1.2,8,10,54.5,3,7.5,14.4,0,1
56,18.6,10.4,4,4,74.9,7,17.1,22.8,1,2
27,12.4,3.1,8,6,34.8,9,7.3,17.2,1,1
48,17.8,8.7,9,7,41.8,1,19.3,25.9,1,2
33,16.1,7.5,9,23,47.8,8,8.8,21.9,1,2
59,22.1,7.0,9,5,90.9,8,4.9,25.9,1,2
34,14.6,14.9,4,5,90.8,4,4.2,17.7,1,1
56,10.9,4.8,1,15,64.9,2,6.8,7.6,0,0
38,9.2,10.6,9,24,69.1,8,6.9,23.2,1,2
35,23.1,13.0,5,7,55.2,1,18.1,24.9,1,2
40,9.2,11.4,8,20,98.9,7,-2.1,18.1,1,1
55,9.4,2.9,5,11,57.5,4,25.0,19.3,1,1
45,19.8,6.8,7,7,49.5,4,-3.4,16.9,1,1
40,22.5,7.2,7,15,71.9,1,14.3,25.4,1,2
42,21.0,1.7,4,27,30.0,3,-4.0,11.2,0,1
21,9.6,5.2,5,21,69.5,8,12.6,17.9,1,1
34,22.2,4.0,9,26,50.6,9,11.4,24.3,1,2
34,19.8,7.3,1,3,53.6,8,11.0,15.4,1,1
24,11.2,14.0,5,16,77.8,10,20.1,27.0,1,2
57,14.2,2.5,4,4,21.6,7,14.1,13.5,0,1
60,18.7,14.8,9,17,92.7,10,10.4,32.9,1,2
38,21.8,13.6,5,5,62.5,3,16.8,27.2,1,2
40,18.3,2.1,10,20,51.8,6,20.1,24.8,1,2
38,9.4,14.0,3,25,40.6,7,7.1,18.4,1,1
60,11.8,1.5,6,1,71.7,3,14.5,15.6,1,1
58,19.7,7.6,5,24,40.0,3,12.4,22.6,1,2
57,10.0,12.7,7,9,77.9,3,24.9,27.6,1,2
21,24.4,6.7,8,29,67.1,2,5.0,25.6,1,2
51,13.5,4.6,2,18,44.9,5,5.9,11.9,0,1
60,7.3,2.4,8,22,58.2,1,14.5,15.8,1,1
31,24.0,1.0,3,27,86.4,9,0.9,15.6,1,1
33,22.8,9.0,5,23,19.6,6,10.1,20.8,1,2
30,8.3,11.0,2,2,23.7,2,-2.5,8.2,0,0
48,18.1,12.2,4,2,73.5,2,12.6,19.7,1,1
31,16.3,5.6,2,5,89.1,1,1.4,10.2,0,1
35,17.9,2.3,9,21,62.8,10,23.2,30.7,1,2
55,13.2,4.0,5,12,35.4,5,-1.6,10.0,0,1
32,16.2,11.8,2,3,26.8,6,9.3,16.3,1,1
35,10.1,13.4,1,12,44.0,2,9.1,10.5,0,1
29,9.8,9.5,3,4,56.7,5,21.4,14.0,0,1
59,7.6,11.8,6,8,32.9,1,20.9,21.9,1,2
44,3.3,13.9,5,28,73.8,8,5.5,16.8,1,1
38,5.2,7.4,2,3,89.3,1,11.6,10.0,0,1
42,11.3,13.6,10,27,96.6,3,15.5,34.5,1,2
49,11.9,13.7,7,12,41.1,3,9.6,20.5,1,2
39,16.1,9.7,3,8,84.9,1,7.9,15.9,1,1
40,17.9,5.3,4,24,67.7,8,2.6,13.6,0,1
38,24.2,8.4,2,13,38.3,2,1.8,10.7,0,1
55,23.8,0.9,9,26,48.6,5,10.9,21.5,1,2
49,5.1,7.0,9,11,79.7,8,12.1,22.0,1,2
